path,bytes,classification,recommended_action,rationale
archive/forensic_exports/reports_forensic_export/source_export/archive/quarantine/README.md,340,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/contradictions/README.md,305,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ADR/ADR-001-deterministic-routing.md,391,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ADR/ADR-002-three-depth-model.md,341,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ADR/ADR-003-local-first-execution.md,417,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ADR/ADR-004-no-runtime-learning.md,347,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ADR/ADR-005-fail-fast-philosophy.md,399,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/ARCHITECTURE.md,2180,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/CONSTRAINTS.md,3294,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/FULL_PROJECT_TREE.txt,13263,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/GIT_HISTORY_CONTINUATION_PLAN.md,677,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/KNOWLEDGE_PACK_RULES.md,1924,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/KNOWLEDGE_PACK_SPEC.md,2131,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/LINEAGE_MAP.md,531,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/LINUX_ENGINEERING_LIBRARY.md,7900,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/LINUX_ENGINEERING_LIBRARY_REPORT.md,658,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/NON_GOALS.md,2119,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE1_COMPLETE_REPORT.md,4355,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE1_POSTCHECK.md,4257,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE1_STRUCTURE_REPORT.md,3731,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE2_DUPLICATION_SCAN.md,1914,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE2_MIGRATION_REPORT.md,4393,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE2_UNCLASSIFIED_ITEMS.md,1298,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE3_DEPENDENCY_RISKS.md,1945,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE3_GOVERNANCE_PREP_REPORT.md,2589,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PHASE3_RUNTIME_PREP_STATUS.md,1964,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/PRE_PHASE1_CONFLICT_SCAN.md,3651,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/README.md,188,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/REPOSITORY_CONSTITUTION.md,2448,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/REPOSITORY_STATE_REPORT.md,9947,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/REPO_STRUCTURE.md,1920,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/RHCSA_ENGINE_REVIEW.md,2242,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/RUNTIME_BOUNDARY.md,345,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/TAXONOMY_NORMALIZATION_REPORT.md,1885,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/TEST_CONSTITUTION.md,1105,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/TRANSFER_CONTENT_REPORT.txt,4840,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/0001-keep-aoia-isolated.md,1311,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/0002-minimal-deterministic-router-skeleton.md,1101,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/0003-immutable-startup-configuration.md,1086,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/0004-stdout-only-plain-text-logging.md,887,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/0005-test-constitution-determinism-first.md,875,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/adr/README.md,411,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/architecture/AOIA_MEMORY_MODEL.md,14412,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/architecture/FORBIDDEN_MEMORY_FLOWS.md,5776,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/architecture/MEMORY_LAYER_ACCESS_MATRIX.md,5220,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/checkpoints/2026-05-23/AOIA_DAILY_CHECKPOINT.md,10920,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/checkpoints/2026-05-23/NEXT_ACTIONS.md,2638,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/forensic-runtime-audit/CANONICAL_REFACTOR_PREP.md,4669,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/forensic-runtime-audit/CURRENT_RUNTIME_TOPOLOGY.md,5954,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/forensic-runtime-audit/MEMORY_CONTAMINATION_MAP.md,4838,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/forensic-runtime-audit/RUNTIME_BOUNDARY_VIOLATIONS.md,7048,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/linux-engineering/README.md,2471,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/refactor/CANONICAL_AUTHORITY_GRAPH.md,16925,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/refactor/MEMORY_AUTHORITY_BOUNDARIES.md,7543,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/refactor/MEMORY_CONTAMINATION_GRAPH.md,8928,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/refactor/MEMORY_DEPENDENCY_GRAPH.md,7464,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/refactor/MEMORY_SPLIT_PLAN.md,15467,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/reports/FINAL_URL_HANDOFF_PATCH.md,3824,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/reports/PHASE_1A_GIT_VALIDATION.md,7710,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/docs/reports/PHASE_2B_ROUTING_BOUNDARY.md,5298,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/governance/README.md,217,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/memory/README.md,383,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/provenance/README.md,265,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/reports/linux-engineering/rhcsa_existing_state_audit.md,5591,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/retrieval/README.md,288,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/aoia_config.json,258,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/circadian_router.py,794,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/config_loader.py,2446,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/deterministic_router.py,474,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/dvm_research.md,4364,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/environment/environment_router.py,1135,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/environment/network_patterns.md,2674,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/environment/traffic_profiles.json,388,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/epistemic_kernel.py,12200,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/routing_modes.json,384,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/adaptive_routing/stdout_logger.py,709,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/commands/__init__.py,174,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/commands/base.py,1076,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/commands/local_commands.py,19396,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/contradiction_registry.json,6987,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/install.sh,1974,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/README.md,974,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/__init__.py,69,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/bash/README.md,646,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/bash/skrypty-bash-podstawy.md,8809,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/bash/wyszukiwanie-i-filtrowanie-tekstu.md,10709,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/bash/zaawansowane-narzdzia-tekstowe.md,4675,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/bash/zmienne-rodowiskowe-i-powoka.md,12829,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/candidates/candidate_command_index.json,2037636,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/candidates/candidate_commands.csv,750184,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/canonical/rhcsa_commands.json,220301,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/command_graph.json,2027,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/context/context_pack.json,692,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/examples/ls-command.json,525,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/examples/rm-recursive-force.json,632,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/examples/systemctl-status.json,670,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/extracted/linux_master_library_v1.md,797025,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/extracted/linux_master_library_v1.txt,797025,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/README.md,835,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/archiwizacja-i-kompresja.md,8646,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/edytor-vim.md,17661,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/nawigacja-po-systemie-plikow.md,9395,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/operacje-na-plikach-i-katalogach.md,10273,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/przegldanie-zawartoci-plikow.md,2285,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/filesystem/wyszukiwanie-plikow.md,16184,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/index/command_index.json,130492,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/index/command_index_template.csv,92,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/injection/injected_context.json,202,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/lvm/README.md,317,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
archive/forensic_exports/reports_forensic_export/source_export/runtime/knowledge/lvm/lvm-logical-volume-manager.md,5854,HISTORICAL_FORENSIC_EXPORT,KEEP_NOW_ARCHIVE_AFTER_REVIEWS,Large historical duplicate/export; preserve through NLnet/NVIDIA review
